candidate_id,district,neighborhood,lot,address,원본주소,시도,시군구,법정동,산여부,필지구분코드,본번,부번,법정동코드,PNU,parcel_polygon_geojson,필지매칭성공,필지매칭방식,parcel_source_shp,지번토큰,주소파싱성공,mgmt_status,asset_type,asset_class,land_category,area_sqm,lat,lon,youth_zone,extra_zone,special_zone,final_judgment,judgment_note,land_review,zone_interpret,ai1,ai1_note,area_band,area_review,area_note,ai2,ai2_note,merge_review,nearest_exit_station_id,nearest_exit_no,exit_distance_m,exit_review,exit_350,ai3,ai3_note,zone_main,zone_sub,special_zone_raw,land_score,land_score_note,zone_score,special_review_needed,area_score,main_lot,small_lot_for_merge,same_main_lot_small_count,merge_score,merge_note,nearest_station_exit_text,exit_score,total_score,ai_reason,non_spatial_base_score,refilter_hard_status,refilter_asset_type,refilter_project_type,refilter_policy_type_stage1,refilter_policy_note,refilter_followup,old_exit_350_reference,nearest_station_point,nearest_station_line,nearest_station_point_distance_m,nearest_station_image_available,사업유형,자산유형점수,지목검토등급,지목점수,용도지역검토등급,용도지역점수,특별검토필요,면적검토등급,면적점수,역세권판정상태,역세권예비구간,역세권후보분류,역세권점수,공간판정신뢰도,역세권판정근거,가장가까운역,역범위이미지검토,승강장경계재판정필요,정책유형,정책적합점수,최종점수,최종검토등급,AI추천사유
494,은평구,녹번동,4-562,서울특별시 은평구 녹번동 4-562,서울특별시 은평구 녹번동 4-562,서울특별시,은평구,녹번동,0,1,4,562,1138010200,1138010200100040562,"{""type"":""Polygon"",""coordinates"":[[[126.93721290062712,37.60708532288888],[126.93730952733873,37.607131951814914],[126.93729669594889,37.60714947014682],[126.93737078476872,37.607181009885714],[126.93740136142289,37.60721769548341],[126.93743300064743,37.60726220853278],[126.93742191793574,37.60733237172464],[126.93750693266453,37.60737172424465],[126.93752649788674,37.60728528825826],[126.93758149535246,37.60720790793819],[126.93764131954728,37.607148091330146],[126.9376473918334,37.60711856280242],[126.93754364896223,37.60703851898938],[126.93752467806739,37.60701431647601],[126.93764117281071,37.60685719774435],[126.93749051775659,37.60688203130831],[126.93741454699594,37.60688828085344],[126.93732739667092,37.60689110245471],[126.93724720336084,37.60696941800798],[126.93739209949105,37.6069341941907],[126.93751994237907,37.60696228542236],[126.93750051732546,37.606990927507795],[126.93744224139827,37.607022219535615],[126.93735001910663,37.607105197708265],[126.9372938569312,37.607080429409294],[126.93724699018004,37.6070600565489],[126.93721290062712,37.60708532288888]],[[126.93749552368799,37.60723905920116],[126.93741457133777,37.607187681516464],[126.93734156792871,37.60714206261697],[126.93744749492478,37.60703599124354],[126.9374852576378,37.607015518244104],[126.93755337121557,37.607090456274186],[126.93757758012732,37.60709691836504],[126.93761459859805,37.60713631839283],[126.93759572044523,37.60715829706315],[126.93753786531478,37.60720632974635],[126.93749552368799,37.60723905920116]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11380_LAND_INFO_BASE_MAP_202501\11380.shp,4-562,True,대부(입찰)검토재산,토지,일반재산,대,573.0,37.60693981,126.9375192,"제3종일반주거지역, 준주거지역, 제1종일반주거지역, 제2종일반주거지역",제1종전용주거지역,,가능후보,"제3종일반주거지역, 준주거지역, 제1종일반주거지역, 제2종일반주거지역 확인",우선검토,제1종전용주거지역,추가검토,지목(대)은 우선검토 대상; 제1종전용주거지역 포함: 청년주택 규모·용도 적합성 낮아 추가검토,330㎡ 이상,우선검토 규모,330㎡ 이상: 혼합 용도지역 해석에서도 상대적으로 여유 있는 우선 검토 규모,추가검토,지목(대)은 우선검토 대상; 제1종전용주거지역 포함: 청년주택 규모·용도 적합성 낮아 추가검토; 330㎡ 이상: 혼합 용도지역 해석에서도 상대적으로 여유 있는 우선 검토 규모,단독검토 가능,,1003000322.0,3.0,521.5,800m 보행권,N,추가검토,"제3종일반주거지역, 준주거지역, 제1종일반주거지역, 제2종일반주거지역",제1종전용주거지역,,30.0,지목이 대라서 주거시설 후보지로 우선 검토할 수 있습니다.,35.0,False,40.0,4.0,False,15.0,8.0,면적상 단독 필지 기준으로도 검토 가능한 구간입니다.,1003000322.0 3.0번 출입구,10.0,123.0,,113.0,통과,토지,토지 신축형,역세권/안심주택형 정밀판정 필요,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",가장 가까운 역 범위이미지 기준으로 250m/350m 정밀 판정,800m 보행권,녹번,3호선,686.4,Y,토지 신축형,25,우선검토,30,최우선 검토,35,False,우선검토 규모,40,예비판정,350m 초과,비역세권 후보,0,중간,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",녹번,권장,False,기타 후보지,0,130,추가검토,
409,송파구,잠실동,250-5,서울특별시 송파구 잠실동 250-5,서울특별시 송파구 잠실동 250-5,서울특별시,송파구,잠실동,0,1,250,5,1171010100,1171010100102500005,"{""type"":""Polygon"",""coordinates"":[[[127.08741345627503,37.50469297789419],[127.08747944273895,37.504841461542746],[127.08752045386834,37.504829780267684],[127.08758638844354,37.504978095403374],[127.08761301279623,37.504970494602716],[127.08774078230262,37.50493406043175],[127.08780466869084,37.50491583067908],[127.08782154379082,37.50493601776778],[127.08798547096171,37.50484719453357],[127.0879873839138,37.50484953391999],[127.08815072022301,37.50476061628993],[127.08805641517242,37.50464950259305],[127.08779947314703,37.50458276087796],[127.08758899279451,37.50464290875745],[127.08741994247882,37.50469113234077],[127.08741345627503,37.50469297789419]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11710_LAND_INFO_BASE_MAP_202501\11710.shp,250-5,True,매각(입찰)검토재산,건물,일반재산,,131.07,37.5047917,127.0877524,"제3종일반주거지역, 제2종일반주거지역, 제1종일반주거지역, 준주거지역",제1종전용주거지역,,가능후보,"제3종일반주거지역, 제2종일반주거지역, 제1종일반주거지역, 준주거지역 확인",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,리모델링 예비후보,건물,건물 리모델링형,건물 리모델링형,역세권 신축형보다 리모델링·복합활용 검토가 우선,"건축물 구조, 공실 상태, 연면적, 리모델링 비용을 별도 검토",,삼전,9호선(연장),24.8,N,건물 리모델링형,28,건물형 검토,20,최우선 검토,35,False,추가검토,12,예비판정,250m 이내,역세권 유력 후보,22,중간,역세권 신축형보다 리모델링·복합활용 검토가 우선,삼전,자료없음,True,리모델링형 청년주거,12,129,우선검토,
437,용산구,원효로2가,8-7,서울특별시 용산구 원효로2가 8-7,서울특별시 용산구 원효로2가 8-7,서울특별시,용산구,원효로2가,0,1,8,7,1117011300,1117011300100080007,"{""type"":""Polygon"",""coordinates"":[[[126.96451024713807,37.537782835104395],[126.96444112093845,37.53772884168849],[126.9644321642268,37.53773604969666],[126.96441832313779,37.53773339027916],[126.96439866414337,37.5377472002929],[126.96435670598021,37.53771156568797],[126.96426794952691,37.53777275372744],[126.9643575839697,37.53785187692804],[126.96451024713807,37.537782835104395]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11170_LAND_INFO_BASE_MAP_202501\11170.shp,8-7,True,대부(입찰)검토재산,토지,일반재산,대,165.3,37.53776834,126.964357,"준주거지역, 제1종일반주거지역, 제3종일반주거지역, 제2종일반주거지역, 일반상업지역",제1종전용주거지역,"UQH130, UQF140",조건부 가능후보,"준주거지역, 제1종일반주거지역, 제3종일반주거지역, 제2종일반주거지역, 일반상업지역 확인, 특별지구(UQH130, UQF140) 추가 검토 필요",우선검토,제1종전용주거지역,추가검토,"지목(대)은 우선검토 대상; 제1종전용주거지역 포함: 청년주택 규모·용도 적합성 낮아 추가검토; 특별지구(UQH130, UQF140) 별도 확인 필요",150~199㎡,소규모 검토가능,150~199㎡: 상업지역 기준까지 충족해 소규모 개발 후보로 검토 가능,추가검토,"지목(대)은 우선검토 대상; 제1종전용주거지역 포함: 청년주택 규모·용도 적합성 낮아 추가검토; 특별지구(UQH130, UQF140) 별도 확인 필요; 150~199㎡: 상업지역 기준까지 충족해 소규모 개발 후보로 검토 가능",단독검토 가능,,1006000627.0,2.0,263.0,350m 역세권,Y,역세권 추가검토,"준주거지역, 제1종일반주거지역, 제3종일반주거지역, 제2종일반주거지역, 일반상업지역",제1종전용주거지역,"UQH130, UQF140",30.0,지목이 대라서 주거시설 후보지로 우선 검토할 수 있습니다.,35.0,False,22.0,8.0,False,0.0,8.0,면적상 단독 필지 기준으로도 검토 가능한 구간입니다.,1006000627.0 2.0번 출입구,25.0,120.0,,95.0,통과,토지,토지 신축형,역세권/안심주택형 정밀판정 필요,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",가장 가까운 역 범위이미지 기준으로 250m/350m 정밀 판정,350m 역세권,효창공원앞,"6호선, 경의중앙선",258.8,Y,토지 신축형,25,우선검토,30,최우선 검토,35,True,소규모 개발 검토 가능,20,예비판정,250~350m,조건부 역세권 후보,12,중간,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",효창공원앞,상위후보 우선검토,True,조건부 역세권 개발형,8,125,조건부 검토,
29,강서구,과해동,173-3,서울특별시 강서구 과해동 173-3,서울특별시 강서구 과해동 173-3,서울특별시,강서구,과해동,0,1,173,3,1150011100,1150011100101730003,"{""type"":""Polygon"",""coordinates"":[[[126.78520190693739,37.56975486610182],[126.78528250634334,37.5697063022921],[126.78507335129268,37.56948789110448],[126.78495329616638,37.569361517120115],[126.7848511465392,37.56925479658799],[126.78477600605162,37.56931381167724],[126.78493851386528,37.56948286577868],[126.78495112335841,37.56949598379309],[126.78520190693739,37.56975486610182]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11500_LAND_INFO_BASE_MAP_202501\11500.shp,173-3,True,대부(입찰)검토재산,토지,일반재산,잡종지,572.0,37.56950854,126.7850204,"제3종일반주거지역, 제2종일반주거지역, 준주거지역, 제1종일반주거지역",자연녹지지역,중요시설물보호지구(공항),조건부 가능후보,"제3종일반주거지역, 제2종일반주거지역, 준주거지역, 제1종일반주거지역 확인, 특별지구(중요시설물보호지구(공항)) 추가 검토 필요",우선검토,자연녹지지역,추가검토,지목(잡종지)은 우선검토 대상; 자연녹지지역 포함: 개발행위·건폐율·기반시설 리스크로 추가검토; 공항 관련 보호지구: 높이·소음 등 추가검토,330㎡ 이상,우선검토 규모,330㎡ 이상: 혼합 용도지역 해석에서도 상대적으로 여유 있는 우선 검토 규모,추가검토,지목(잡종지)은 우선검토 대상; 자연녹지지역 포함: 개발행위·건폐율·기반시설 리스크로 추가검토; 공항 관련 보호지구: 높이·소음 등 추가검토; 330㎡ 이상: 혼합 용도지역 해석에서도 상대적으로 여유 있는 우선 검토 규모,단독검토 가능,,1005000512.0,2.0,1486.4,역세권 약함,N,추가검토,"제3종일반주거지역, 제2종일반주거지역, 준주거지역, 제1종일반주거지역",자연녹지지역,중요시설물보호지구(공항),30.0,지목이 잡종지라서 주거시설 후보지로 우선 검토할 수 있습니다.,35.0,True,40.0,173.0,False,0.0,8.0,면적상 단독 필지 기준으로도 검토 가능한 구간입니다.,1005000512.0 2.0번 출입구,4.0,112.0,,113.0,통과,토지,토지 신축형,역세권/안심주택형 정밀판정 필요,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",가장 가까운 역 범위이미지 기준으로 250m/350m 정밀 판정,역세권 약함,개화,9호선,1537.3,Y,토지 신축형,25,우선검토,30,최우선 검토,35,True,우선검토 규모,40,예비판정,350m 초과,비역세권 후보,0,중간,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",개화,권장,False,기타 후보지,0,125,추가검토,
35,강서구,방화동,562-20,서울특별시 강서구 방화동 562-20,서울특별시 강서구 방화동 562-20,서울특별시,강서구,방화동,0,1,562,20,1150010900,1150010900105620020,"{""type"":""Polygon"",""coordinates"":[[[126.81089313474804,37.57292714303586],[126.81092324503508,37.57288672133089],[126.8109367426654,37.572863550469165],[126.81097219701277,37.57280030252481],[126.8108446281766,37.5727438473517],[126.81072915105025,37.57269427159354],[126.81065887070197,37.572698072811434],[126.81050397553035,37.57274231985492],[126.81049986909083,37.5727434890601],[126.8105170887256,37.57280122534758],[126.81089313474804,37.57292714303586]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11500_LAND_INFO_BASE_MAP_202501\11500.shp,562-20,True,매각(입찰)검토재산,토지,일반재산,대,631.0,37.57280658,126.8107295,"제3종일반주거지역, 제2종일반주거지역, 준주거지역, 제1종일반주거지역",자연녹지지역,중요시설물보호지구(공항),조건부 가능후보,"제3종일반주거지역, 제2종일반주거지역, 준주거지역, 제1종일반주거지역 확인, 특별지구(중요시설물보호지구(공항)) 추가 검토 필요",우선검토,자연녹지지역,추가검토,지목(대)은 우선검토 대상; 자연녹지지역 포함: 개발행위·건폐율·기반시설 리스크로 추가검토; 공항 관련 보호지구: 높이·소음 등 추가검토,330㎡ 이상,우선검토 규모,330㎡ 이상: 혼합 용도지역 해석에서도 상대적으로 여유 있는 우선 검토 규모,추가검토,지목(대)은 우선검토 대상; 자연녹지지역 포함: 개발행위·건폐율·기반시설 리스크로 추가검토; 공항 관련 보호지구: 높이·소음 등 추가검토; 330㎡ 이상: 혼합 용도지역 해석에서도 상대적으로 여유 있는 우선 검토 규모,단독검토 가능,,1005000511.0,1.0,408.9,500m 근접권,N,추가검토,"제3종일반주거지역, 제2종일반주거지역, 준주거지역, 제1종일반주거지역",자연녹지지역,중요시설물보호지구(공항),30.0,지목이 대라서 주거시설 후보지로 우선 검토할 수 있습니다.,35.0,True,40.0,562.0,False,0.0,8.0,면적상 단독 필지 기준으로도 검토 가능한 구간입니다.,1005000511.0 1.0번 출입구,18.0,126.0,,113.0,통과,토지,토지 신축형,역세권/안심주택형 정밀판정 필요,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",가장 가까운 역 범위이미지 기준으로 250m/350m 정밀 판정,500m 근접권,개화산,5호선,404.3,Y,토지 신축형,25,우선검토,30,최우선 검토,35,True,우선검토 규모,40,예비판정,350m 초과,비역세권 후보,0,중간,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",개화산,권장,False,기타 후보지,0,125,추가검토,
42,강서구,오곡동,196-4,서울특별시 강서구 오곡동 196-4,서울특별시 강서구 오곡동 196-4,서울특별시,강서구,오곡동,0,1,196,4,1150011200,1150011200101960004,"{""type"":""Polygon"",""coordinates"":[[[126.78721947165562,37.54888081554994],[126.78725469287481,37.548819793216566],[126.78733389718205,37.548680679590625],[126.78721222728605,37.548620750418166],[126.78711955261039,37.54857537945082],[126.78704289659588,37.548717623089786],[126.78701937945488,37.54875805346174],[126.78700311416495,37.548790792484425],[126.78721947165562,37.54888081554994]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11500_LAND_INFO_BASE_MAP_202501\11500.shp,196-4,True,대부(입찰)검토재산,토지,일반재산,대,545.0,37.54873187,126.7871683,"제3종일반주거지역, 제2종일반주거지역, 준주거지역, 제1종일반주거지역",자연녹지지역,중요시설물보호지구(공항),조건부 가능후보,"제3종일반주거지역, 제2종일반주거지역, 준주거지역, 제1종일반주거지역 확인, 특별지구(중요시설물보호지구(공항)) 추가 검토 필요",우선검토,자연녹지지역,추가검토,지목(대)은 우선검토 대상; 자연녹지지역 포함: 개발행위·건폐율·기반시설 리스크로 추가검토; 공항 관련 보호지구: 높이·소음 등 추가검토,330㎡ 이상,우선검토 규모,330㎡ 이상: 혼합 용도지역 해석에서도 상대적으로 여유 있는 우선 검토 규모,추가검토,지목(대)은 우선검토 대상; 자연녹지지역 포함: 개발행위·건폐율·기반시설 리스크로 추가검토; 공항 관련 보호지구: 높이·소음 등 추가검토; 330㎡ 이상: 혼합 용도지역 해석에서도 상대적으로 여유 있는 우선 검토 규모,단독검토 가능,,1005000512.0,3.0,2058.5,역세권 약함,N,추가검토,"제3종일반주거지역, 제2종일반주거지역, 준주거지역, 제1종일반주거지역",자연녹지지역,중요시설물보호지구(공항),30.0,지목이 대라서 주거시설 후보지로 우선 검토할 수 있습니다.,35.0,True,40.0,196.0,False,0.0,8.0,면적상 단독 필지 기준으로도 검토 가능한 구간입니다.,1005000512.0 3.0번 출입구,4.0,112.0,,113.0,통과,토지,토지 신축형,역세권/안심주택형 정밀판정 필요,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",가장 가까운 역 범위이미지 기준으로 250m/350m 정밀 판정,역세권 약함,김포공항,"5호선, 9호선, 공항철도1호선, 김포골드라인, 서해선",1990.1,Y,토지 신축형,25,우선검토,30,최우선 검토,35,True,우선검토 규모,40,예비판정,350m 초과,비역세권 후보,0,중간,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",김포공항,권장,False,기타 후보지,0,125,추가검토,
43,강서구,오곡동,200-20,서울특별시 강서구 오곡동 200-20,서울특별시 강서구 오곡동 200-20,서울특별시,강서구,오곡동,0,1,200,20,1150011200,1150011200102000020,"{""type"":""Polygon"",""coordinates"":[[[126.78515281123616,37.54850115481991],[126.7849086947056,37.54839672361994],[126.78487100163312,37.54838089651419],[126.78480410883374,37.54857345014176],[126.78490161391534,37.548536598624594],[126.78500967458709,37.54855928521032],[126.78500410503104,37.54859108927533],[126.7851077777309,37.54861285777463],[126.78511761284793,37.54857733224058],[126.78515281123616,37.54850115481991]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11500_LAND_INFO_BASE_MAP_202501\11500.shp,200-20,True,대부(입찰)검토재산,토지,일반재산,잡종지,400.0,37.54850328,126.7849781,"제3종일반주거지역, 제2종일반주거지역, 준주거지역, 제1종일반주거지역",자연녹지지역,중요시설물보호지구(공항),조건부 가능후보,"제3종일반주거지역, 제2종일반주거지역, 준주거지역, 제1종일반주거지역 확인, 특별지구(중요시설물보호지구(공항)) 추가 검토 필요",우선검토,자연녹지지역,추가검토,지목(잡종지)은 우선검토 대상; 자연녹지지역 포함: 개발행위·건폐율·기반시설 리스크로 추가검토; 공항 관련 보호지구: 높이·소음 등 추가검토,330㎡ 이상,우선검토 규모,330㎡ 이상: 혼합 용도지역 해석에서도 상대적으로 여유 있는 우선 검토 규모,추가검토,지목(잡종지)은 우선검토 대상; 자연녹지지역 포함: 개발행위·건폐율·기반시설 리스크로 추가검토; 공항 관련 보호지구: 높이·소음 등 추가검토; 330㎡ 이상: 혼합 용도지역 해석에서도 상대적으로 여유 있는 우선 검토 규모,단독검토 가능,,1005000512.0,3.0,2212.9,역세권 약함,N,추가검토,"제3종일반주거지역, 제2종일반주거지역, 준주거지역, 제1종일반주거지역",자연녹지지역,중요시설물보호지구(공항),30.0,지목이 잡종지라서 주거시설 후보지로 우선 검토할 수 있습니다.,35.0,True,40.0,200.0,False,0.0,8.0,면적상 단독 필지 기준으로도 검토 가능한 구간입니다.,1005000512.0 3.0번 출입구,4.0,112.0,,113.0,통과,토지,토지 신축형,역세권/안심주택형 정밀판정 필요,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",가장 가까운 역 범위이미지 기준으로 250m/350m 정밀 판정,역세권 약함,김포공항,"5호선, 9호선, 공항철도1호선, 김포골드라인, 서해선",2141.8,Y,토지 신축형,25,우선검토,30,최우선 검토,35,True,우선검토 규모,40,예비판정,350m 초과,비역세권 후보,0,중간,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",김포공항,권장,False,기타 후보지,0,125,추가검토,
45,강서구,오곡동,212-18,서울특별시 강서구 오곡동 212-18,서울특별시 강서구 오곡동 212-18,서울특별시,강서구,오곡동,0,1,212,18,1150011200,1150011200102120018,"{""type"":""Polygon"",""coordinates"":[[[126.78390348433611,37.54880414094336],[126.7839287196269,37.548788880085745],[126.784069298288,37.54869213860981],[126.78403979824365,37.548660620942755],[126.78416800787454,37.54852540307118],[126.78413808996078,37.54850498494762],[126.78402053501611,37.54845533137711],[126.78395307342169,37.54842622198754],[126.7838694388057,37.54839785871616],[126.78382507647396,37.54873732364518],[126.78385254207637,37.54875659219106],[126.78390348433611,37.54880414094336]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11500_LAND_INFO_BASE_MAP_202501\11500.shp,212-18,True,대부(입찰)검토재산,토지,일반재산,대,770.0,37.54859495,126.7839619,"제3종일반주거지역, 제2종일반주거지역, 준주거지역, 제1종일반주거지역",자연녹지지역,중요시설물보호지구(공항),조건부 가능후보,"제3종일반주거지역, 제2종일반주거지역, 준주거지역, 제1종일반주거지역 확인, 특별지구(중요시설물보호지구(공항)) 추가 검토 필요",우선검토,자연녹지지역,추가검토,지목(대)은 우선검토 대상; 자연녹지지역 포함: 개발행위·건폐율·기반시설 리스크로 추가검토; 공항 관련 보호지구: 높이·소음 등 추가검토,330㎡ 이상,우선검토 규모,330㎡ 이상: 혼합 용도지역 해석에서도 상대적으로 여유 있는 우선 검토 규모,추가검토,지목(대)은 우선검토 대상; 자연녹지지역 포함: 개발행위·건폐율·기반시설 리스크로 추가검토; 공항 관련 보호지구: 높이·소음 등 추가검토; 330㎡ 이상: 혼합 용도지역 해석에서도 상대적으로 여유 있는 우선 검토 규모,단독검토 가능,,1005000512.0,3.0,2272.0,역세권 약함,N,추가검토,"제3종일반주거지역, 제2종일반주거지역, 준주거지역, 제1종일반주거지역",자연녹지지역,중요시설물보호지구(공항),30.0,지목이 대라서 주거시설 후보지로 우선 검토할 수 있습니다.,35.0,True,40.0,212.0,False,0.0,8.0,면적상 단독 필지 기준으로도 검토 가능한 구간입니다.,1005000512.0 3.0번 출입구,4.0,112.0,,113.0,통과,토지,토지 신축형,역세권/안심주택형 정밀판정 필요,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",가장 가까운 역 범위이미지 기준으로 250m/350m 정밀 판정,역세권 약함,김포공항,"5호선, 9호선, 공항철도1호선, 김포골드라인, 서해선",2199.5,Y,토지 신축형,25,우선검토,30,최우선 검토,35,True,우선검토 규모,40,예비판정,350m 초과,비역세권 후보,0,중간,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",김포공항,권장,False,기타 후보지,0,125,추가검토,
155,동대문구,신설동,76-89,서울특별시 동대문구 신설동 76-89,서울특별시 동대문구 신설동 76-89,서울특별시,동대문구,신설동,0,1,76,89,1123010100,1123010100100760089,"{""type"":""Polygon"",""coordinates"":[[[127.02422208357031,37.57625912891397],[127.02426772981615,37.57621661512634],[127.0243035367967,37.576182731269725],[127.02423287257737,37.57616312123638],[127.02414537597107,37.57623109486929],[127.02420472228992,37.57628303856039],[127.02421070480582,37.57626793396385],[127.02422208357031,37.57625912891397]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11230_LAND_INFO_BASE_MAP_202501\11230.shp,76-89,True,매각(입찰)검토재산,건물,일반재산,,99.0,37.57620607,127.0242142,"제3종일반주거지역, 일반상업지역, 제2종일반주거지역, 제1종일반주거지역, 준주거지역",제1종전용주거지역,"일반미관지구, UQH130",조건부 가능후보,"제3종일반주거지역, 일반상업지역, 제2종일반주거지역, 제1종일반주거지역, 준주거지역 확인, 특별지구(일반미관지구, UQH130) 추가 검토 필요",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,리모델링 예비후보,건물,건물 리모델링형,건물 리모델링형,역세권 신축형보다 리모델링·복합활용 검토가 우선,"건축물 구조, 공실 상태, 연면적, 리모델링 비용을 별도 검토",,신설동,"1호선, 2호선, 우이신설선",64.2,Y,건물 리모델링형,28,건물형 검토,20,최우선 검토,35,True,추가검토,12,예비판정,250m 이내,역세권 유력 후보,22,중간,역세권 신축형보다 리모델링·복합활용 검토가 우선,신설동,상위후보 우선검토,True,리모델링형 청년주거,12,124,우선검토,
270,마포구,대흥동,298-4,서울특별시 마포구 대흥동 298-4,서울특별시 마포구 대흥동 298-4,서울특별시,마포구,대흥동,0,1,298,4,1144010800,1144010800102980004,"{""type"":""Polygon"",""coordinates"":[[[126.94151209149126,37.54777145615243],[126.9415398448798,37.54776795329809],[126.94157536400246,37.54775355940357],[126.9415453826096,37.54768152413485],[126.94151221664724,37.547644584784464],[126.9414928590745,37.54770414922955],[126.94146920804255,37.54772038882214],[126.94151209149126,37.54777145615243]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11440_LAND_INFO_BASE_MAP_202501\11440.shp,298-4,True,매각(입찰)검토재산,건물,일반재산,,96.9,37.54772295,126.9415147,"제1종일반주거지역, 일반상업지역, 준주거지역, 제3종일반주거지역, 제2종일반주거지역",,일반미관지구,조건부 가능후보,"제1종일반주거지역, 일반상업지역, 준주거지역, 제3종일반주거지역, 제2종일반주거지역 확인, 특별지구(일반미관지구) 추가 검토 필요",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,리모델링 예비후보,건물,건물 리모델링형,건물 리모델링형,역세권 신축형보다 리모델링·복합활용 검토가 우선,"건축물 구조, 공실 상태, 연면적, 리모델링 비용을 별도 검토",,대흥(서강대앞),6호선,49.2,Y,건물 리모델링형,28,건물형 검토,20,최우선 검토,35,True,추가검토,12,예비판정,250m 이내,역세권 유력 후보,22,중간,역세권 신축형보다 리모델링·복합활용 검토가 우선,대흥(서강대앞),상위후보 우선검토,True,리모델링형 청년주거,12,124,우선검토,
